mision;activity;time;robot
;T_0Busy;2023-09-07 22:11:06;2
;T_0Done;2023-09-07 22:11:11;2
;T_1Busy;2023-09-07 22:11:23;0
;T_1Done;2023-09-07 22:11:28;0
;T_2ocupied;2023-09-07 22:11:34;2
;T_2waiting;2023-09-07 22:11:34;2
;T_3ocupied;2023-09-07 22:12:37;0
;T_3waiting;2023-09-07 22:12:37;0
;T_2done;2023-09-07 22:12:42;0
;T_3done;2023-09-07 22:12:42;0
;T_4Busy;2023-09-07 22:13:21;5
;T_4Done;2023-09-07 22:13:26;5
;T_5Busy;2023-09-07 22:14:55;2
;T_5Done;2023-09-07 22:15:00;2
;T_1ocupied;2023-09-07 22:15:09;1
;T_1waiting;2023-09-07 22:15:09;1
;T_0ocupied;2023-09-07 22:15:17;2
;T_0waiting;2023-09-07 22:15:17;2
;T_0done;2023-09-07 22:15:21;0
;T_1done;2023-09-07 22:15:21;0
