mision;activity;time;robot
;T_0Busy;2023-09-07 22:11:28;4
;T_0Done;2023-09-07 22:11:33;4
;T_1Busy;2023-09-07 22:11:40;3
;T_1Done;2023-09-07 22:11:45;3
;T_2ocupied;2023-09-07 22:11:51;2
;T_2waiting;2023-09-07 22:11:51;2
;T_3ocupied;2023-09-07 22:12:01;5
;T_3waiting;2023-09-07 22:12:01;5
;T_2done;2023-09-07 22:12:06;0
;T_3done;2023-09-07 22:12:06;0
;T_4Busy;2023-09-07 22:12:17;3
;T_4Done;2023-09-07 22:12:22;3
;T_5Busy;2023-09-07 22:12:31;5
;T_5Done;2023-09-07 22:12:36;5
;T_1ocupied;2023-09-07 22:12:51;2
;T_1waiting;2023-09-07 22:12:51;2
;T_0ocupied;2023-09-07 22:12:53;1
;T_0waiting;2023-09-07 22:12:53;1
;T_0done;2023-09-07 22:12:58;0
;T_1done;2023-09-07 22:12:58;0
