mision;activity;time;robot
;T_0Busy;2023-09-07 21:27:18;3
;T_0Done;2023-09-07 21:27:23;3
;T_1Busy;2023-09-07 21:27:27;5
;T_1Done;2023-09-07 21:27:32;5
;T_3ocupied;2023-09-07 21:27:54;1
;T_3waiting;2023-09-07 21:27:54;1
;T_2ocupied;2023-09-07 21:28:00;2
;T_2waiting;2023-09-07 21:28:00;2
;T_2done;2023-09-07 21:28:05;0
;T_3done;2023-09-07 21:28:05;0
;T_4Busy;2023-09-07 21:28:40;4
;T_4Done;2023-09-07 21:28:45;4
;T_5Busy;2023-09-07 21:28:54;0
;T_5Done;2023-09-07 21:28:59;0
;T_1ocupied;2023-09-07 21:29:07;2
;T_1waiting;2023-09-07 21:29:07;2
;T_0ocupied;2023-09-07 21:29:27;3
;T_0waiting;2023-09-07 21:29:27;3
;T_0done;2023-09-07 21:29:32;0
;T_1done;2023-09-07 21:29:32;0
