mision;activity;time;robot
;T_0Busy;2023-09-07 21:28:31;0
;T_0Done;2023-09-07 21:28:36;0
;T_1Busy;2023-09-07 21:28:53;4
;T_1Done;2023-09-07 21:28:58;4
;T_2ocupied;2023-09-07 21:29:19;5
;T_2waiting;2023-09-07 21:29:19;5
;T_3ocupied;2023-09-07 21:29:28;2
;T_3waiting;2023-09-07 21:29:28;2
;T_2done;2023-09-07 21:29:33;0
;T_3done;2023-09-07 21:29:33;0
;T_4Busy;2023-09-07 21:29:46;1
;T_4Done;2023-09-07 21:29:51;1
;T_5Busy;2023-09-07 21:30:07;3
;T_5Done;2023-09-07 21:30:12;3
;T_0ocupied;2023-09-07 21:30:23;2
;T_0waiting;2023-09-07 21:30:23;2
;T_1ocupied;2023-09-07 21:30:26;3
;T_1waiting;2023-09-07 21:30:26;3
;T_0done;2023-09-07 21:30:31;0
;T_1done;2023-09-07 21:30:31;0
