mision;activity;time;robot
;T_0Busy;2023-09-07 22:11:00;1
;T_0Done;2023-09-07 22:11:05;1
;T_1Busy;2023-09-07 22:11:12;5
;T_1Done;2023-09-07 22:11:17;5
;T_2ocupied;2023-09-07 22:11:19;0
;T_2waiting;2023-09-07 22:11:19;0
;T_3ocupied;2023-09-07 22:12:20;2
;T_3waiting;2023-09-07 22:12:20;2
;T_2done;2023-09-07 22:12:24;0
;T_3done;2023-09-07 22:12:24;0
;T_4Busy;2023-09-07 22:12:29;4
;T_4Done;2023-09-07 22:12:33;4
;T_5Busy;2023-09-07 22:12:36;1
;T_5Done;2023-09-07 22:12:41;1
;T_1ocupied;2023-09-07 22:12:49;3
;T_1waiting;2023-09-07 22:12:49;3
;T_0ocupied;2023-09-07 22:12:56;1
;T_0waiting;2023-09-07 22:12:56;1
;T_0done;2023-09-07 22:13:00;0
;T_1done;2023-09-07 22:13:00;0
