mision;activity;time;robot
;T_0Busy;2023-09-07 21:27:23;0
;T_0Done;2023-09-07 21:27:28;0
;T_1Busy;2023-09-07 21:27:31;2
;T_1Done;2023-09-07 21:27:36;2
;T_2ocupied;2023-09-07 21:27:40;4
;T_2waiting;2023-09-07 21:27:40;4
;T_3ocupied;2023-09-07 21:28:16;5
;T_3waiting;2023-09-07 21:28:16;5
;T_2done;2023-09-07 21:28:21;0
;T_3done;2023-09-07 21:28:21;0
;T_4Busy;2023-09-07 21:28:30;2
;T_4Done;2023-09-07 21:28:35;2
;T_5Busy;2023-09-07 21:28:49;1
;T_5Done;2023-09-07 21:28:54;1
;T_0ocupied;2023-09-07 21:29:04;0
;T_0waiting;2023-09-07 21:29:04;0
;T_1ocupied;2023-09-07 21:29:09;5
;T_1waiting;2023-09-07 21:29:09;5
;T_0done;2023-09-07 21:29:14;0
;T_1done;2023-09-07 21:29:14;0
