mision;activity;time;robot
;T_0Busy;2023-09-07 21:28:48;5
;T_0Done;2023-09-07 21:28:53;5
;T_1Busy;2023-09-07 21:29:05;5
;T_1Done;2023-09-07 21:29:10;5
;T_3ocupied;2023-09-07 21:29:19;2
;T_3waiting;2023-09-07 21:29:19;2
;T_2ocupied;2023-09-07 21:29:22;4
;T_2waiting;2023-09-07 21:29:22;4
;T_2done;2023-09-07 21:29:27;0
;T_3done;2023-09-07 21:29:27;0
;T_4Busy;2023-09-07 21:30:04;0
;T_4Done;2023-09-07 21:30:08;0
;T_5Busy;2023-09-07 21:30:13;1
;T_5Done;2023-09-07 21:30:18;1
;T_1ocupied;2023-09-07 21:30:30;0
;T_1waiting;2023-09-07 21:30:30;0
;T_0ocupied;2023-09-07 21:30:35;3
;T_0waiting;2023-09-07 21:30:35;3
;T_0done;2023-09-07 21:30:40;0
;T_1done;2023-09-07 21:30:40;0
