mision;activity;time;robot
;T_0Busy;2023-09-07 22:11:21;5
;T_0Done;2023-09-07 22:11:25;5
;T_1Busy;2023-09-07 22:11:28;1
;T_1Done;2023-09-07 22:11:33;1
;T_2ocupied;2023-09-07 22:11:50;5
;T_2waiting;2023-09-07 22:11:50;5
;T_3ocupied;2023-09-07 22:11:59;1
;T_3waiting;2023-09-07 22:11:59;1
;T_2done;2023-09-07 22:12:04;0
;T_3done;2023-09-07 22:12:04;0
;T_4Busy;2023-09-07 22:12:41;3
;T_4Done;2023-09-07 22:12:46;3
;T_5Busy;2023-09-07 22:13:29;0
;T_5Done;2023-09-07 22:13:34;0
;T_0ocupied;2023-09-07 22:13:42;5
;T_0waiting;2023-09-07 22:13:42;5
;T_1ocupied;2023-09-07 22:13:47;2
;T_1waiting;2023-09-07 22:13:47;2
;T_0done;2023-09-07 22:13:52;0
;T_1done;2023-09-07 22:13:52;0
