, T_0_Busy, 2023-09-08 10:16:21, 4
, T_0_Done, 2023-09-08 10:16:26, 4
, T_1_Busy, 2023-09-08 10:16:30, 3
, T_1_Done, 2023-09-08 10:16:35, 3
, T_2_ocupied, 2023-09-08 10:16:52, 3
, T_2_waiting, 2023-09-08 10:16:52, 3
, T_3_ocupied, 2023-09-08 10:16:56, 4
, T_3_waiting, 2023-09-08 10:16:56, 4
, T_2_done, 2023-09-08 10:17:01, 0
, T_3_done, 2023-09-08 10:17:01, 0
, T_4_Busy, 2023-09-08 10:17:12, 0
, T_4_Done, 2023-09-08 10:17:17, 0
, T_5_Busy, 2023-09-08 10:17:41, 0
, T_5_Done, 2023-09-08 10:17:46, 0
, T_1_ocupied, 2023-09-08 10:17:55, 3
, T_1_waiting, 2023-09-08 10:17:55, 3
, T_0_ocupied, 2023-09-08 10:18:02, 0
, T_0_waiting, 2023-09-08 10:18:02, 0
, T_0_done, 2023-09-08 10:18:06, 0
, T_1_done, 2023-09-08 10:18:06, 0
