mision;activity;time;robot
;T_0Busy;2023-09-07 22:11:27;3
;T_0Done;2023-09-07 22:11:32;3
;T_1Busy;2023-09-07 22:11:42;0
;T_1Done;2023-09-07 22:11:47;0
;T_2ocupied;2023-09-07 22:11:58;4
;T_2waiting;2023-09-07 22:11:58;4
;T_3ocupied;2023-09-07 22:15:53;0
;T_3waiting;2023-09-07 22:15:53;0
;T_2done;2023-09-07 22:15:58;0
;T_3done;2023-09-07 22:15:58;0
;T_4Busy;2023-09-07 22:16:12;5
;T_4Done;2023-09-07 22:16:17;5
;T_5Busy;2023-09-07 22:16:31;2
;T_5Done;2023-09-07 22:16:36;2
;T_1ocupied;2023-09-07 22:16:44;4
;T_1waiting;2023-09-07 22:16:44;4
;T_0ocupied;2023-09-07 22:16:57;2
;T_0waiting;2023-09-07 22:16:57;2
;T_0done;2023-09-07 22:17:02;0
;T_1done;2023-09-07 22:17:02;0
