mision;activity;time;robot
;T_0Busy;2023-09-07 22:11:00;2
;T_0Done;2023-09-07 22:11:05;2
;T_1Busy;2023-09-07 22:11:34;3
;T_1Done;2023-09-07 22:11:39;3
;T_2ocupied;2023-09-07 22:11:44;0
;T_2waiting;2023-09-07 22:11:44;0
;T_3ocupied;2023-09-07 22:11:45;5
;T_3waiting;2023-09-07 22:11:45;5
;T_2done;2023-09-07 22:11:50;0
;T_3done;2023-09-07 22:11:50;0
;T_4Busy;2023-09-07 22:12:18;2
;T_4Done;2023-09-07 22:12:23;2
;T_5Busy;2023-09-07 22:12:45;3
;T_5Done;2023-09-07 22:12:50;3
;T_1ocupied;2023-09-07 22:13:02;4
;T_1waiting;2023-09-07 22:13:02;4
;T_0ocupied;2023-09-07 22:13:06;3
;T_0waiting;2023-09-07 22:13:06;3
;T_0done;2023-09-07 22:13:11;0
;T_1done;2023-09-07 22:13:11;0
