mision;activity;time;robot
;T_0Busy;2023-09-07 22:10:45;3
;T_0Done;2023-09-07 22:10:50;3
;T_1Busy;2023-09-07 22:10:56;4
;T_1Done;2023-09-07 22:11:01;4
;T_2ocupied;2023-09-07 22:11:08;1
;T_2waiting;2023-09-07 22:11:08;1
;T_3ocupied;2023-09-07 22:11:27;2
;T_3waiting;2023-09-07 22:11:27;2
;T_2done;2023-09-07 22:11:31;0
;T_3done;2023-09-07 22:11:31;0
;T_4Busy;2023-09-07 22:11:51;4
;T_4Done;2023-09-07 22:11:56;4
;T_5Busy;2023-09-07 22:12:04;2
;T_5Done;2023-09-07 22:12:09;2
;T_0ocupied;2023-09-07 22:12:23;5
;T_0waiting;2023-09-07 22:12:23;5
;T_1ocupied;2023-09-07 22:12:28;2
;T_1waiting;2023-09-07 22:12:28;2
;T_0done;2023-09-07 22:12:33;0
;T_1done;2023-09-07 22:12:33;0
