mision;activity;time;robot
;T_0Busy;2023-09-07 22:10:44;5
;T_0Done;2023-09-07 22:10:49;5
;T_1Busy;2023-09-07 22:10:58;3
;T_1Done;2023-09-07 22:11:03;3
;T_3ocupied;2023-09-07 22:11:19;4
;T_3waiting;2023-09-07 22:11:19;4
;T_2ocupied;2023-09-07 22:11:21;1
;T_2waiting;2023-09-07 22:11:21;1
;T_2done;2023-09-07 22:11:26;0
;T_3done;2023-09-07 22:11:26;0
;T_4Busy;2023-09-07 22:12:05;5
;T_4Done;2023-09-07 22:12:10;5
;T_5Busy;2023-09-07 22:12:38;5
;T_5Done;2023-09-07 22:12:43;5
;T_1ocupied;2023-09-07 22:12:48;3
;T_1waiting;2023-09-07 22:12:48;3
;T_0ocupied;2023-09-07 22:12:55;0
;T_0waiting;2023-09-07 22:12:55;0
;T_0done;2023-09-07 22:13:00;0
;T_1done;2023-09-07 22:13:00;0
