mision;activity;time;robot
;T_0Busy;2023-09-07 22:11:24;4
;T_0Done;2023-09-07 22:11:29;4
;T_1Busy;2023-09-07 22:11:59;2
;T_1Done;2023-09-07 22:12:04;2
;T_2ocupied;2023-09-07 22:12:07;3
;T_2waiting;2023-09-07 22:12:07;3
;T_3ocupied;2023-09-07 22:12:15;1
;T_3waiting;2023-09-07 22:12:15;1
;T_2done;2023-09-07 22:12:20;0
;T_3done;2023-09-07 22:12:20;0
;T_4Busy;2023-09-07 22:13:00;1
;T_4Done;2023-09-07 22:13:05;1
;T_5Busy;2023-09-07 22:13:20;5
;T_5Done;2023-09-07 22:13:25;5
;T_0ocupied;2023-09-07 22:13:37;3
;T_0waiting;2023-09-07 22:13:37;3
;T_1ocupied;2023-09-07 22:13:46;5
;T_1waiting;2023-09-07 22:13:46;5
;T_0done;2023-09-07 22:13:51;0
;T_1done;2023-09-07 22:13:51;0
