mision;activity;time;robot
;T_0Busy;2023-09-07 22:10:59;3
;T_0Done;2023-09-07 22:11:04;3
;T_1Busy;2023-09-07 22:11:13;2
;T_1Done;2023-09-07 22:11:18;2
;T_2ocupied;2023-09-07 22:11:23;0
;T_2waiting;2023-09-07 22:11:23;0
;T_3ocupied;2023-09-07 22:11:55;3
;T_3waiting;2023-09-07 22:11:55;3
;T_2done;2023-09-07 22:12:00;0
;T_3done;2023-09-07 22:12:00;0
;T_4Busy;2023-09-07 22:13:01;4
;T_4Done;2023-09-07 22:13:06;4
;T_5Busy;2023-09-07 22:13:11;5
;T_5Done;2023-09-07 22:13:16;5
;T_1ocupied;2023-09-07 22:13:22;1
;T_1waiting;2023-09-07 22:13:22;1
;T_0ocupied;2023-09-07 22:13:26;3
;T_0waiting;2023-09-07 22:13:26;3
;T_0done;2023-09-07 22:13:31;0
;T_1done;2023-09-07 22:13:31;0
