mision;activity;time;robot
;T_0Busy;2023-09-07 22:10:58;5
;T_0Done;2023-09-07 22:11:03;5
;T_1Busy;2023-09-07 22:11:19;1
;T_1Done;2023-09-07 22:11:24;1
;T_3ocupied;2023-09-07 22:11:32;0
;T_3waiting;2023-09-07 22:11:32;0
;T_2ocupied;2023-09-07 22:11:58;3
;T_2waiting;2023-09-07 22:11:58;3
;T_2done;2023-09-07 22:12:02;0
;T_3done;2023-09-07 22:12:02;0
;T_4Busy;2023-09-07 22:12:14;1
;T_4Done;2023-09-07 22:12:18;1
;T_5Busy;2023-09-07 22:12:36;5
;T_5Done;2023-09-07 22:12:41;5
;T_1ocupied;2023-09-07 22:12:48;0
;T_1waiting;2023-09-07 22:12:48;0
;T_0ocupied;2023-09-07 22:12:59;5
;T_0waiting;2023-09-07 22:12:59;5
;T_0done;2023-09-07 22:13:03;0
;T_1done;2023-09-07 22:13:03;0
