mision;activity;time;robot
;T_0Busy;2023-09-07 21:27:20;3
;T_0Done;2023-09-07 21:27:25;3
;T_1Busy;2023-09-07 21:28:28;1
;T_1Done;2023-09-07 21:28:32;1
;T_2ocupied;2023-09-07 21:28:37;5
;T_2waiting;2023-09-07 21:28:37;5
;T_3ocupied;2023-09-07 21:30:23;2
;T_3waiting;2023-09-07 21:30:23;2
;T_2done;2023-09-07 21:30:28;0
;T_3done;2023-09-07 21:30:28;0
;T_4Busy;2023-09-07 21:31:56;1
;T_4Done;2023-09-07 21:32:01;1
;T_5Busy;2023-09-07 21:32:16;4
;T_5Done;2023-09-07 21:32:21;4
;T_1ocupied;2023-09-07 21:32:34;3
;T_1waiting;2023-09-07 21:32:34;3
;T_0ocupied;2023-09-07 21:32:43;0
;T_0waiting;2023-09-07 21:32:43;0
;T_0done;2023-09-07 21:32:48;0
;T_1done;2023-09-07 21:32:48;0
