mision;activity;time;robot
;T_0Busy;2023-09-07 21:27:42;0
;T_0Done;2023-09-07 21:27:47;0
;T_1Busy;2023-09-07 21:28:27;0
;T_1Done;2023-09-07 21:28:32;0
;T_2ocupied;2023-09-07 21:28:39;4
;T_2waiting;2023-09-07 21:28:39;4
;T_3ocupied;2023-09-07 21:28:46;1
;T_3waiting;2023-09-07 21:28:46;1
;T_2done;2023-09-07 21:28:51;0
;T_3done;2023-09-07 21:28:51;0
;T_4Busy;2023-09-07 21:29:24;1
;T_4Done;2023-09-07 21:29:29;1
;T_5Busy;2023-09-07 21:29:42;0
;T_5Done;2023-09-07 21:29:47;0
;T_1ocupied;2023-09-07 21:29:57;3
;T_1waiting;2023-09-07 21:29:57;3
;T_0ocupied;2023-09-07 21:30:03;0
;T_0waiting;2023-09-07 21:30:03;0
;T_0done;2023-09-07 21:30:08;0
;T_1done;2023-09-07 21:30:08;0
