mision;activity;time;robot
;T_0Busy;2023-09-07 21:28:09;2
;T_0Done;2023-09-07 21:28:14;2
;T_1Busy;2023-09-07 21:28:31;1
;T_1Done;2023-09-07 21:28:36;1
;T_2ocupied;2023-09-07 21:28:50;5
;T_2waiting;2023-09-07 21:28:50;5
;T_3ocupied;2023-09-07 21:28:51;3
;T_3waiting;2023-09-07 21:28:51;3
;T_2done;2023-09-07 21:28:56;0
;T_3done;2023-09-07 21:28:56;0
;T_4Busy;2023-09-07 21:30:53;4
;T_4Done;2023-09-07 21:30:58;4
;T_5Busy;2023-09-07 21:31:10;0
;T_5Done;2023-09-07 21:31:15;0
;T_0ocupied;2023-09-07 21:31:46;0
;T_0waiting;2023-09-07 21:31:46;0
;T_1ocupied;2023-09-07 21:31:53;1
;T_1waiting;2023-09-07 21:31:53;1
;T_0done;2023-09-07 21:31:58;0
;T_1done;2023-09-07 21:31:58;0
