mision;activity;time;robot
;T_0Busy;2023-09-07 21:27:50;5
;T_0Done;2023-09-07 21:27:55;5
;T_1Busy;2023-09-07 21:28:08;2
;T_1Done;2023-09-07 21:28:12;2
;T_2ocupied;2023-09-07 21:28:15;3
;T_2waiting;2023-09-07 21:28:15;3
;T_3ocupied;2023-09-07 21:28:23;0
;T_3waiting;2023-09-07 21:28:23;0
;T_2done;2023-09-07 21:28:28;0
;T_3done;2023-09-07 21:28:28;0
;T_4Busy;2023-09-07 21:28:42;2
;T_4Done;2023-09-07 21:28:46;2
;T_5Busy;2023-09-07 21:29:06;3
;T_5Done;2023-09-07 21:29:11;3
;T_1ocupied;2023-09-07 21:29:27;5
;T_1waiting;2023-09-07 21:29:27;5
;T_0ocupied;2023-09-07 21:29:35;1
;T_0waiting;2023-09-07 21:29:35;1
;T_0done;2023-09-07 21:29:40;0
;T_1done;2023-09-07 21:29:40;0
