mision;activity;time;robot
;T_0Busy;2023-09-07 22:11:08;0
;T_0Done;2023-09-07 22:11:13;0
;T_1Busy;2023-09-07 22:11:16;3
;T_1Done;2023-09-07 22:11:21;3
;T_2ocupied;2023-09-07 22:11:30;2
;T_2waiting;2023-09-07 22:11:30;2
;T_3ocupied;2023-09-07 22:11:32;1
;T_3waiting;2023-09-07 22:11:32;1
;T_2done;2023-09-07 22:11:36;0
;T_3done;2023-09-07 22:11:36;0
;T_4Busy;2023-09-07 22:12:28;2
;T_4Done;2023-09-07 22:12:32;2
;T_5Busy;2023-09-07 22:12:50;4
;T_5Done;2023-09-07 22:12:55;4
;T_1ocupied;2023-09-07 22:13:00;0
;T_1waiting;2023-09-07 22:13:00;0
;T_0ocupied;2023-09-07 22:13:07;2
;T_0waiting;2023-09-07 22:13:07;2
;T_0done;2023-09-07 22:13:12;0
;T_1done;2023-09-07 22:13:12;0
