mision;activity;time;robot
;T_0Busy;2023-09-07 22:11:01;5
;T_0Done;2023-09-07 22:11:06;5
;T_1Busy;2023-09-07 22:11:10;1
;T_1Done;2023-09-07 22:11:15;1
;T_3ocupied;2023-09-07 22:11:23;3
;T_3waiting;2023-09-07 22:11:23;3
;T_2ocupied;2023-09-07 22:11:28;4
;T_2waiting;2023-09-07 22:11:28;4
;T_2done;2023-09-07 22:11:33;0
;T_3done;2023-09-07 22:11:33;0
;T_4Busy;2023-09-07 22:11:41;1
;T_4Done;2023-09-07 22:11:46;1
;T_5Busy;2023-09-07 22:12:01;2
;T_5Done;2023-09-07 22:12:05;2
;T_1ocupied;2023-09-07 22:12:20;2
;T_1waiting;2023-09-07 22:12:20;2
;T_0ocupied;2023-09-07 22:12:23;1
;T_0waiting;2023-09-07 22:12:23;1
;T_0done;2023-09-07 22:12:28;0
;T_1done;2023-09-07 22:12:28;0
