mision, action, DateTime, org:resource, randomSeed 
,T_5_Busy,2023-09-13 09:07:57,5,50
,T_5_Done,2023-09-13 09:08:02,5,50
,T_2_Busy,2023-09-13 09:08:10,2,50
,T_2_Done,2023-09-13 09:08:14,2,50
,T_2_ocupied,2023-09-13 09:08:14,2,50
,T_2_waiting,2023-09-13 09:08:14,2,50
,T_6_ocupied,2023-09-13 09:08:19,3,50
,T_6_waiting,2023-09-13 09:08:19,3,50
,T_1_ocupied,2023-09-13 09:08:40,1,50
,T_1_waiting,2023-09-13 09:08:40,1,50
,T_1_busy,2023-09-13 09:08:40,1,50
,T_2_busy,2023-09-13 09:08:40,2,50
,T_6_busy,2023-09-13 09:08:40,3,50
,T_1_done,2023-09-13 09:08:45,1,50
,T_2_done,2023-09-13 09:08:45,2,50
,T_6_done,2023-09-13 09:08:45,3,50
