mision, action, DateTime, org:resource, randomSeed 
,T_5_Busy,2023-09-13 09:07:46,0,52
,T_5_Done,2023-09-13 09:07:51,0,52
,T_2_Busy,2023-09-13 09:08:07,4,52
,T_2_Done,2023-09-13 09:08:11,4,52
,T_2_ocupied,2023-09-13 09:08:11,4,52
,T_2_waiting,2023-09-13 09:08:11,4,52
,T_6_ocupied,2023-09-13 09:08:16,0,52
,T_6_waiting,2023-09-13 09:08:16,0,52
,T_1_ocupied,2023-09-13 09:08:26,2,52
,T_1_waiting,2023-09-13 09:08:26,2,52
,T_1_busy,2023-09-13 09:08:26,2,52
,T_2_busy,2023-09-13 09:08:26,4,52
,T_6_busy,2023-09-13 09:08:26,0,52
,T_1_done,2023-09-13 09:08:31,2,52
,T_2_done,2023-09-13 09:08:31,4,52
,T_6_done,2023-09-13 09:08:31,0,52
