mision, action, DateTime, org:resource, randomSeed 
,T_5_Busy,2023-09-13 09:08:28,1,86
,T_5_Done,2023-09-13 09:08:33,1,86
,T_2_Busy,2023-09-13 09:08:39,5,86
,T_2_Done,2023-09-13 09:08:44,5,86
,T_2_ocupied,2023-09-13 09:08:44,5,86
,T_2_waiting,2023-09-13 09:08:44,5,86
,T_1_ocupied,2023-09-13 09:08:50,3,86
,T_1_waiting,2023-09-13 09:08:50,3,86
,T_6_ocupied,2023-09-13 09:08:58,0,86
,T_6_waiting,2023-09-13 09:08:58,0,86
,T_1_busy,2023-09-13 09:08:58,3,86
,T_2_busy,2023-09-13 09:08:58,5,86
,T_6_busy,2023-09-13 09:08:58,0,86
,T_1_done,2023-09-13 09:09:03,3,86
,T_2_done,2023-09-13 09:09:03,5,86
,T_6_done,2023-09-13 09:09:03,0,86
