mision, action, DateTime, org:resource, randomSeed 
,T_5_Busy,2023-09-13 09:06:58,5,28
,T_5_Done,2023-09-13 09:07:03,5,28
,T_2_Busy,2023-09-13 09:07:16,4,28
,T_2_Done,2023-09-13 09:07:21,4,28
,T_2_ocupied,2023-09-13 09:07:21,4,28
,T_2_waiting,2023-09-13 09:07:21,4,28
,T_6_ocupied,2023-09-13 09:07:28,5,28
,T_6_waiting,2023-09-13 09:07:28,5,28
,T_1_ocupied,2023-09-13 09:07:54,3,28
,T_1_waiting,2023-09-13 09:07:54,3,28
,T_1_busy,2023-09-13 09:07:54,3,28
,T_2_busy,2023-09-13 09:07:54,4,28
,T_6_busy,2023-09-13 09:07:54,5,28
,T_1_done,2023-09-13 09:07:59,3,28
,T_2_done,2023-09-13 09:07:59,4,28
,T_6_done,2023-09-13 09:07:59,5,28
