case_id;activity;time
;TB_enter;128
;TB_task2;177
;TA_enter;588
;TA_task1;637
;TA_task3;654
;TB_task3;654
;TC_enter;794
;TC_task1;843
;TD_enter;859
;TD_task2;908
;TC_task3;925
;TD_task3;925
;TF_enter;1080
;TF_task2;1129
;TE_enter;1156
;TE_task1;1205
;TE_task3;1222
;TF_task3;1222
;TG_enter;1384
;TG_task1;1433
;TH_enter;1436
;TH_task2;1485
;TG_task3;1501
;TH_task3;1501
;TG_task4;1503
;TH_task4;1503
