mision, action, DateTime, org:resource, randomSeed 
,T_0_Busy,2023-09-14 01:26:28,3,2
,T_0_Done,2023-09-14 01:26:33,3,2
,T_2_Busy,2023-09-14 01:26:57,1,2
,T_2_Done,2023-09-14 01:27:02,1,2
,T_4_Busy,2023-09-14 01:27:27,4,2
,T_4_Done,2023-09-14 01:27:32,4,2
,T_6_ocupied,2023-09-14 01:27:41,0,2
,T_6_waiting,2023-09-14 01:27:41,0,2
,T_1_ocupied,2023-09-14 01:27:46,3,2
,T_1_waiting,2023-09-14 01:27:46,3,2
,T_2_ocupied,2023-09-14 01:27:47,2,2
,T_2_waiting,2023-09-14 01:27:47,2,2
,T_1_Busy,2023-09-14 01:27:47,3,2
,T_2_Busy,2023-09-14 01:27:47,2,2
,T_6_Busy,2023-09-14 01:27:47,0,2
,T_1_done,2023-09-14 01:27:52,3,2
,T_2_done,2023-09-14 01:27:52,2,2
,T_6_done,2023-09-14 01:27:52,0,2
