mision, action, DateTime, org:resource, randomSeed 
,T_16_ocupied,2023-09-20 18:31:24,20,1
,T_16_waiting,2023-09-20 18:31:24,20,1
,T_11_ocupied,2023-09-20 18:31:32,12,1
,T_11_waiting,2023-09-20 18:31:32,12,1
,T_26_ocupied,2023-09-20 18:31:36,10,1
,T_26_waiting,2023-09-20 18:31:36,10,1
,T_55_ocupied,2023-09-20 18:31:39,14,1
,T_55_waiting,2023-09-20 18:31:39,14,1
,T_8_ocupied,2023-09-20 18:31:40,29,1
,T_8_waiting,2023-09-20 18:31:40,29,1
,T_45_ocupied,2023-09-20 18:31:40,0,1
,T_45_waiting,2023-09-20 18:31:40,0,1
,T_58_ocupied,2023-09-20 18:31:43,6,1
,T_58_waiting,2023-09-20 18:31:43,6,1
,T_53_ocupied,2023-09-20 18:31:44,3,1
,T_53_waiting,2023-09-20 18:31:44,3,1
,T_44_ocupied,2023-09-20 18:31:45,15,1
,T_44_waiting,2023-09-20 18:31:45,15,1
,T_27_ocupied,2023-09-20 18:31:50,8,1
,T_27_waiting,2023-09-20 18:31:50,8,1
,T_39_ocupied,2023-09-20 18:31:52,11,1
,T_39_waiting,2023-09-20 18:31:52,11,1
,T_23_ocupied,2023-09-20 18:31:53,27,1
,T_23_waiting,2023-09-20 18:31:53,27,1
,T_24_ocupied,2023-09-20 18:31:55,25,1
,T_24_waiting,2023-09-20 18:31:55,25,1
,T_52_ocupied,2023-09-20 18:31:58,9,1
,T_52_waiting,2023-09-20 18:31:58,9,1
,T_37_ocupied,2023-09-20 18:32:04,18,1
,T_37_waiting,2023-09-20 18:32:04,18,1
,T_46_ocupied,2023-09-20 18:32:07,7,1
,T_46_waiting,2023-09-20 18:32:07,7,1
,T_59_ocupied,2023-09-20 18:32:19,26,1
,T_59_waiting,2023-09-20 18:32:19,26,1
,T_51_ocupied,2023-09-20 18:32:54,17,1
,T_51_waiting,2023-09-20 18:32:54,17,1
,T_1_ocupied,2023-09-20 18:33:07,13,1
,T_1_waiting,2023-09-20 18:33:07,13,1
,T_15_ocupied,2023-09-20 18:33:21,5,1
,T_15_waiting,2023-09-20 18:33:21,5,1
,T_13_ocupied,2023-09-20 18:33:48,19,1
,T_13_waiting,2023-09-20 18:33:48,19,1
,T_40_ocupied,2023-09-20 18:35:37,24,1
,T_40_waiting,2023-09-20 18:35:37,24,1
,T_11_Busy,2023-09-20 18:35:37,12,1
,T_27_Busy,2023-09-20 18:35:37,8,1
,T_59_Busy,2023-09-20 18:35:37,26,1
,T_55_Busy,2023-09-20 18:35:37,14,1
,T_39_Busy,2023-09-20 18:35:37,11,1
,T_24_Busy,2023-09-20 18:35:37,25,1
,T_16_Busy,2023-09-20 18:35:37,20,1
,T_45_Busy,2023-09-20 18:35:37,0,1
,T_13_Busy,2023-09-20 18:35:37,19,1
,T_40_Busy,2023-09-20 18:35:37,24,1
,T_44_Busy,2023-09-20 18:35:37,15,1
,T_46_Busy,2023-09-20 18:35:37,7,1
,T_15_Busy,2023-09-20 18:35:37,5,1
,T_23_Busy,2023-09-20 18:35:37,27,1
,T_26_Busy,2023-09-20 18:35:37,10,1
,T_52_Busy,2023-09-20 18:35:37,9,1
,T_58_Busy,2023-09-20 18:35:37,6,1
,T_51_Busy,2023-09-20 18:35:37,17,1
,T_1_Busy,2023-09-20 18:35:37,13,1
,T_53_Busy,2023-09-20 18:35:37,3,1
,T_8_Busy,2023-09-20 18:35:37,29,1
,T_37_Busy,2023-09-20 18:35:37,18,1
,T_11_Done,2023-09-20 18:35:42,12,1
,T_27_Done,2023-09-20 18:35:42,8,1
,T_59_Done,2023-09-20 18:35:42,26,1
,T_55_Done,2023-09-20 18:35:42,14,1
,T_39_Done,2023-09-20 18:35:42,11,1
,T_24_Done,2023-09-20 18:35:42,25,1
,T_16_Done,2023-09-20 18:35:42,20,1
,T_45_Done,2023-09-20 18:35:42,0,1
,T_13_Done,2023-09-20 18:35:42,19,1
,T_40_Done,2023-09-20 18:35:42,24,1
,T_44_Done,2023-09-20 18:35:42,15,1
,T_46_Done,2023-09-20 18:35:42,7,1
,T_15_Done,2023-09-20 18:35:42,5,1
,T_23_Done,2023-09-20 18:35:42,27,1
,T_26_Done,2023-09-20 18:35:42,10,1
,T_52_Done,2023-09-20 18:35:42,9,1
,T_58_Done,2023-09-20 18:35:42,6,1
,T_51_Done,2023-09-20 18:35:42,17,1
,T_1_Done,2023-09-20 18:35:42,13,1
,T_53_Done,2023-09-20 18:35:42,3,1
,T_8_Done,2023-09-20 18:35:42,29,1
,T_37_Done,2023-09-20 18:35:42,18,1
,T_40_Busy,2023-09-20 18:35:42,24,1
,T_40_Done,2023-09-20 18:35:46,24,1
,T_56_Busy,2023-09-20 18:36:37,25,1
,T_56_Done,2023-09-20 18:36:41,25,1
,T_26_Busy,2023-09-20 18:37:04,22,1
,T_26_Done,2023-09-20 18:37:08,22,1
,simulation_successful,2023-09-20 18:37:08,user,1
