mision, action, DateTime, org:resource, randomSeed 
,T_5_Busy,2023-09-13 09:07:17,2,20
,T_5_Done,2023-09-13 09:07:22,2,20
,T_2_Busy,2023-09-13 09:07:40,0,20
,T_2_Done,2023-09-13 09:07:45,0,20
,T_2_ocupied,2023-09-13 09:07:45,0,20
,T_2_waiting,2023-09-13 09:07:45,0,20
,T_1_ocupied,2023-09-13 09:07:51,4,20
,T_1_waiting,2023-09-13 09:07:51,4,20
,T_6_ocupied,2023-09-13 09:08:07,5,20
,T_6_waiting,2023-09-13 09:08:07,5,20
,T_1_busy,2023-09-13 09:08:07,4,20
,T_2_busy,2023-09-13 09:08:07,0,20
,T_6_busy,2023-09-13 09:08:07,5,20
,T_1_done,2023-09-13 09:08:12,4,20
,T_2_done,2023-09-13 09:08:12,0,20
,T_6_done,2023-09-13 09:08:12,5,20
