mision, action, DateTime, org:resource, randomSeed 
,T_5_Busy,2023-09-13 09:07:03,4,21
,T_5_Done,2023-09-13 09:07:08,4,21
,T_2_Busy,2023-09-13 09:07:16,2,21
,T_2_Done,2023-09-13 09:07:21,2,21
,T_2_ocupied,2023-09-13 09:07:21,2,21
,T_2_waiting,2023-09-13 09:07:21,2,21
,T_1_ocupied,2023-09-13 09:08:04,0,21
,T_1_waiting,2023-09-13 09:08:04,0,21
,T_6_ocupied,2023-09-13 09:08:23,3,21
,T_6_waiting,2023-09-13 09:08:23,3,21
,T_1_busy,2023-09-13 09:08:23,0,21
,T_2_busy,2023-09-13 09:08:23,2,21
,T_6_busy,2023-09-13 09:08:23,3,21
,T_1_done,2023-09-13 09:08:28,0,21
,T_2_done,2023-09-13 09:08:28,2,21
,T_6_done,2023-09-13 09:08:28,3,21
