mision, action, DateTime, org:resource, randomSeed 
,T_5_Busy,2023-09-13 09:08:51,3,100
,T_5_Done,2023-09-13 09:08:56,3,100
,T_2_Busy,2023-09-13 09:09:08,5,100
,T_2_Done,2023-09-13 09:09:13,5,100
,T_2_ocupied,2023-09-13 09:09:13,5,100
,T_2_waiting,2023-09-13 09:09:13,5,100
,T_6_ocupied,2023-09-13 09:09:20,3,100
,T_6_waiting,2023-09-13 09:09:20,3,100
,T_1_ocupied,2023-09-13 09:09:29,4,100
,T_1_waiting,2023-09-13 09:09:29,4,100
,T_1_busy,2023-09-13 09:09:29,4,100
,T_2_busy,2023-09-13 09:09:29,5,100
,T_6_busy,2023-09-13 09:09:29,3,100
,T_1_done,2023-09-13 09:09:34,4,100
,T_2_done,2023-09-13 09:09:34,5,100
,T_6_done,2023-09-13 09:09:34,3,100
