mision, action, DateTime, org:resource, randomSeed 
,T_5_Busy,2023-09-13 09:07:16,4,45
,T_5_Done,2023-09-13 09:07:21,4,45
,T_2_Busy,2023-09-13 09:07:26,3,45
,T_2_Done,2023-09-13 09:07:30,3,45
,T_2_ocupied,2023-09-13 09:07:30,3,45
,T_2_waiting,2023-09-13 09:07:30,3,45
,T_1_ocupied,2023-09-13 09:07:35,5,45
,T_1_waiting,2023-09-13 09:07:35,5,45
,T_6_ocupied,2023-09-13 09:08:11,2,45
,T_6_waiting,2023-09-13 09:08:11,2,45
,T_1_busy,2023-09-13 09:08:11,5,45
,T_2_busy,2023-09-13 09:08:11,3,45
,T_6_busy,2023-09-13 09:08:11,2,45
,T_1_done,2023-09-13 09:08:16,5,45
,T_2_done,2023-09-13 09:08:16,3,45
,T_6_done,2023-09-13 09:08:16,2,45
