mision, action, DateTime, org:resource, randomSeed 
,T_5_Busy,2023-09-13 09:07:20,4,31
,T_5_Done,2023-09-13 09:07:25,4,31
,T_2_Busy,2023-09-13 09:07:31,3,31
,T_2_Done,2023-09-13 09:07:36,3,31
,T_2_ocupied,2023-09-13 09:07:36,3,31
,T_2_waiting,2023-09-13 09:07:36,3,31
,T_6_ocupied,2023-09-13 09:07:41,2,31
,T_6_waiting,2023-09-13 09:07:41,2,31
,T_1_ocupied,2023-09-13 09:08:16,0,31
,T_1_waiting,2023-09-13 09:08:16,0,31
,T_1_busy,2023-09-13 09:08:16,0,31
,T_2_busy,2023-09-13 09:08:16,3,31
,T_6_busy,2023-09-13 09:08:16,2,31
,T_1_done,2023-09-13 09:08:20,0,31
,T_2_done,2023-09-13 09:08:20,3,31
,T_6_done,2023-09-13 09:08:20,2,31
