mision, action, DateTime, org:resource, randomSeed 
,T_49_Busy,2023-09-20 15:15:04,0,2
,T_49_rebooting,2023-09-20 15:15:16,0,2
,T_49_Busy,2023-09-20 15:15:28,4,2
,T_49_rebooting,2023-09-20 15:15:35,4,2
,T_49_Busy,2023-09-20 15:15:49,12,2
,T_49_rebooting,2023-09-20 15:16:00,12,2
,T_49_Busy,2023-09-20 15:16:16,29,2
,T_49_rebooting,2023-09-20 15:16:24,29,2
,T_49_Busy,2023-09-20 15:16:33,29,2
,T_49_rebooting,2023-09-20 15:16:44,29,2
,T_49_Busy,2023-09-20 15:17:12,24,2
,T_49_rebooting,2023-09-20 15:17:19,24,2
,T_49_Busy,2023-09-20 15:17:27,21,2
,T_49_rebooting,2023-09-20 15:17:34,21,2
,T_49_Busy,2023-09-20 15:17:44,21,2
,T_49_rebooting,2023-09-20 15:17:56,21,2
,T_49_Busy,2023-09-20 15:19:14,1,2
,T_49_Done,2023-09-20 15:19:18,1,2
,T_1_Busy,2023-09-20 15:19:32,12,2
,T_1_Done,2023-09-20 15:19:36,12,2
,simulation_successful,2023-09-20 15:19:36,user,2
