case_id;activity;time;robot
;TA_enter;2023-08-21 12:36:29;3
;TA_task1;2023-08-21 12:36:34;3
;TB_enter;2023-08-21 12:36:40;4
;TB_task2;2023-08-21 12:36:45;4
;TA_task3;2023-08-21 12:36:47;1
;TB_task3;2023-08-21 12:36:47;1
;TC_enter;2023-08-21 12:36:52;1
;TC_task1;2023-08-21 12:36:57;1
;TD_enter;2023-08-21 12:37:33;5
;TD_task2;2023-08-21 12:37:38;5
;TC_task3;2023-08-21 12:37:40;2
;TD_task3;2023-08-21 12:37:40;2
;TF_enter;2023-08-21 12:38:06;0
;TF_task2;2023-08-21 12:38:10;0
;TE_enter;2023-08-21 12:38:37;4
;TE_task1;2023-08-21 12:38:42;4
;TE_task3;2023-08-21 12:38:44;1
;TF_task3;2023-08-21 12:38:44;1
;TG_enter;2023-08-21 12:38:56;2
;TG_task1;2023-08-21 12:39:01;2
;TH_enter;2023-08-21 12:39:06;1
;TH_task2;2023-08-21 12:39:11;1
;TG_task3;2023-08-21 12:39:13;4
;TH_task3;2023-08-21 12:39:13;4
;TG_task4;2023-08-21 12:39:13;1
;TH_task4;2023-08-21 12:39:13;1
