mision;activity;time;robot
;TB_enter;2023-08-21 22:57:13;2
;TB_task2;2023-08-21 22:57:18;2
;TA_enter;2023-08-21 22:57:31;0
;TA_task1;2023-08-21 22:57:36;0
;TA_task3;2023-08-21 22:57:37;3
;TB_task3;2023-08-21 22:57:37;3
;TD_enter;2023-08-21 22:57:50;3
;TD_task2;2023-08-21 22:57:55;3
;TC_enter;2023-08-21 22:58:00;1
;TC_task1;2023-08-21 22:58:05;1
;TC_task3;2023-08-21 22:58:06;4
;TD_task3;2023-08-21 22:58:06;4
;TE_enter;2023-08-21 22:58:20;5
;TE_task1;2023-08-21 22:58:25;5
;TF_enter;2023-08-21 22:58:27;2
;TF_task2;2023-08-21 22:58:32;2
;TE_task3;2023-08-21 22:58:34;5
;TF_task3;2023-08-21 22:58:34;5
;TH_enter;2023-08-21 22:58:43;4
;TH_task2;2023-08-21 22:58:48;4
;TG_enter;2023-08-21 22:58:49;3
;TG_task1;2023-08-21 22:58:54;3
;TG_task3;2023-08-21 22:58:56;0
;TH_task3;2023-08-21 22:58:56;0
;TG_task4;2023-08-21 22:58:56;3
;TH_task4;2023-08-21 22:58:56;3
