case_id;activity;time;robot
;TA_enter;2023-08-21 10:41:45;5
;TA_task1;2023-08-21 10:41:50;5
;TB_enter;2023-08-21 10:42:05;3
;TB_task2;2023-08-21 10:42:10;3
;TA_task3;2023-08-21 10:42:12;0
;TB_task3;2023-08-21 10:42:12;0
;TC_enter;2023-08-21 10:42:21;4
;TC_task1;2023-08-21 10:42:26;4
;TD_enter;2023-08-21 10:42:46;1
;TD_task2;2023-08-21 10:42:51;1
;TC_task3;2023-08-21 10:42:53;4
;TD_task3;2023-08-21 10:42:53;4
;TF_enter;2023-08-21 10:43:05;2
;TF_task2;2023-08-21 10:43:10;2
;TE_enter;2023-08-21 10:43:18;3
;TE_task1;2023-08-21 10:43:23;3
;TE_task3;2023-08-21 10:43:24;0
;TF_task3;2023-08-21 10:43:24;0
;TG_enter;2023-08-21 10:43:40;1
;TH_enter;2023-08-21 10:43:45;0
;TG_task1;2023-08-21 10:43:45;1
;TH_task2;2023-08-21 10:43:50;0
;TG_task3;2023-08-21 10:43:51;3
;TH_task3;2023-08-21 10:43:51;3
;TG_task4;2023-08-21 10:43:51;0
;TH_task4;2023-08-21 10:43:51;0
