mision;activity;time;robot
;TB_enter;2023-08-24 19:14:14;5
;TB_task2;2023-08-24 19:14:14;5
;TA_enter;2023-08-24 19:14:14;1
;TA_task1;2023-08-24 19:14:14;1
;TA_task3;2023-08-24 19:14:14;4
;TB_task3;2023-08-24 19:14:14;4
;TC_enter;2023-08-24 19:14:14;2
;TC_task1;2023-08-24 19:14:14;2
;TD_enter;2023-08-24 19:14:14;3
;TD_task2;2023-08-24 19:14:14;3
;TC_task3;2023-08-24 19:14:14;0
;TD_task3;2023-08-24 19:14:14;0
;TF_enter;2023-08-24 19:14:14;1
;TF_task2;2023-08-24 19:14:14;1
;TE_enter;2023-08-24 19:14:15;0
;TE_task1;2023-08-24 19:14:15;0
;TE_task3;2023-08-24 19:14:15;3
;TF_task3;2023-08-24 19:14:15;3
;TG_enter;2023-08-24 19:14:15;5
;TG_task1;2023-08-24 19:14:15;5
;TH_enter;2023-08-24 19:14:15;3
;TH_task2;2023-08-24 19:14:15;3
;TG_task3;2023-08-24 19:14:15;0
;TH_task3;2023-08-24 19:14:15;0
;TG_task4;2023-08-24 19:14:15;3
;TH_task4;2023-08-24 19:14:15;3
