mision;activity;time;robot
;TA_enter;2023-08-21 22:57:29;3
;TB_enter;2023-08-21 22:57:30;5
;TA_task1;2023-08-21 22:57:34;3
;TB_task2;2023-08-21 22:57:35;5
;TA_task3;2023-08-21 22:57:36;2
;TB_task3;2023-08-21 22:57:36;2
;TC_enter;2023-08-21 22:57:51;1
;TC_task1;2023-08-21 22:57:56;1
;TD_enter;2023-08-21 22:57:57;4
;TD_task2;2023-08-21 22:58:02;4
;TC_task3;2023-08-21 22:58:03;1
;TD_task3;2023-08-21 22:58:03;1
;TF_enter;2023-08-21 22:58:19;3
;TF_task2;2023-08-21 22:58:24;3
;TE_enter;2023-08-21 22:58:25;0
;TE_task1;2023-08-21 22:58:30;0
;TE_task3;2023-08-21 22:58:31;3
;TF_task3;2023-08-21 22:58:31;3
;TG_enter;2023-08-21 22:58:46;5
;TG_task1;2023-08-21 22:58:51;5
;TH_enter;2023-08-21 22:59:09;1
;TH_task2;2023-08-21 22:59:14;1
;TG_task3;2023-08-21 22:59:15;4
;TH_task3;2023-08-21 22:59:15;4
;TG_task4;2023-08-21 22:59:15;1
;TH_task4;2023-08-21 22:59:15;1
