mision;activity;time;robot
;TA_enter;2023-08-21 22:57:23;5
;TA_task1;2023-08-21 22:57:28;5
;TB_enter;2023-08-21 22:57:43;3
;TB_task2;2023-08-21 22:57:48;3
;TA_task3;2023-08-21 22:57:50;0
;TB_task3;2023-08-21 22:57:50;0
;TC_enter;2023-08-21 22:57:59;4
;TC_task1;2023-08-21 22:58:04;4
;TD_enter;2023-08-21 22:58:24;1
;TD_task2;2023-08-21 22:58:29;1
;TC_task3;2023-08-21 22:58:31;4
;TD_task3;2023-08-21 22:58:31;4
;TF_enter;2023-08-21 22:58:43;2
;TF_task2;2023-08-21 22:58:48;2
;TE_enter;2023-08-21 22:58:56;3
;TE_task1;2023-08-21 22:59:01;3
;TE_task3;2023-08-21 22:59:02;0
;TF_task3;2023-08-21 22:59:02;0
;TG_enter;2023-08-21 22:59:18;1
;TH_enter;2023-08-21 22:59:23;0
;TG_task1;2023-08-21 22:59:23;1
;TH_task2;2023-08-21 22:59:28;0
;TG_task3;2023-08-21 22:59:29;3
;TH_task3;2023-08-21 22:59:29;3
;TG_task4;2023-08-21 22:59:29;0
;TH_task4;2023-08-21 22:59:29;0
