case_id;activity;time;robot
;TB_enter;2023-08-21 12:36:17;4
;TB_task2;2023-08-21 12:36:22;4
;TA_enter;2023-08-21 12:36:49;2
;TA_task1;2023-08-21 12:36:54;2
;TA_task3;2023-08-21 12:36:56;5
;TB_task3;2023-08-21 12:36:56;5
;TC_enter;2023-08-21 12:37:04;0
;TC_task1;2023-08-21 12:37:09;0
;TD_enter;2023-08-21 12:37:14;3
;TD_task2;2023-08-21 12:37:19;3
;TC_task3;2023-08-21 12:37:21;0
;TD_task3;2023-08-21 12:37:21;0
;TF_enter;2023-08-21 12:37:28;5
;TF_task2;2023-08-21 12:37:33;5
;TE_enter;2023-08-21 12:37:37;1
;TE_task1;2023-08-21 12:37:42;1
;TE_task3;2023-08-21 12:37:43;4
;TF_task3;2023-08-21 12:37:43;4
;TH_enter;2023-08-21 12:37:50;2
;TH_task2;2023-08-21 12:37:54;2
;TG_enter;2023-08-21 12:39:01;3
;TG_task1;2023-08-21 12:39:06;3
;TG_task3;2023-08-21 12:39:08;0
;TH_task3;2023-08-21 12:39:08;0
;TG_task4;2023-08-21 12:39:08;3
;TH_task4;2023-08-21 12:39:08;3
