mision;activity;time;robot
;TB_enter;2023-08-24 19:15:09;5
;TB_task2;2023-08-24 19:15:58;5
;TA_enter;2023-08-24 19:16:55;1
;TA_task1;2023-08-24 19:17:44;1
;TA_task3;2023-08-24 19:18:00;4
;TB_task3;2023-08-24 19:18:00;4
;TC_enter;2023-08-24 19:20:06;2
;TC_task1;2023-08-24 19:20:55;2
;TD_enter;2023-08-24 19:21:23;3
;TD_task2;2023-08-24 19:22:12;3
;TC_task3;2023-08-24 19:22:29;0
;TD_task3;2023-08-24 19:22:29;0
;TF_enter;2023-08-24 19:25:07;1
;TF_task2;2023-08-24 19:25:56;1
;TE_enter;2023-08-24 19:39:39;0
;TE_task1;2023-08-24 19:40:28;0
;TE_task3;2023-08-24 19:40:44;3
;TF_task3;2023-08-24 19:40:44;3
;TG_enter;2023-08-24 19:41:30;5
;TG_task1;2023-08-24 19:42:19;5
;TH_enter;2023-08-24 19:43:18;3
;TH_task2;2023-08-24 19:44:07;3
;TG_task3;2023-08-24 19:44:24;0
;TH_task3;2023-08-24 19:44:24;0
;TG_task4;2023-08-24 19:44:25;3
;TH_task4;2023-08-24 19:44:25;3
