case_id;activity;time;robot
;TA_enter;2023-08-21 12:36:29;5
;TA_task1;2023-08-21 12:36:34;5
;TB_enter;2023-08-21 12:36:49;3
;TB_task2;2023-08-21 12:36:54;3
;TA_task3;2023-08-21 12:36:56;0
;TB_task3;2023-08-21 12:36:56;0
;TC_enter;2023-08-21 12:37:05;4
;TC_task1;2023-08-21 12:37:10;4
;TD_enter;2023-08-21 12:37:30;1
;TD_task2;2023-08-21 12:37:35;1
;TC_task3;2023-08-21 12:37:37;4
;TD_task3;2023-08-21 12:37:37;4
;TF_enter;2023-08-21 12:37:49;2
;TF_task2;2023-08-21 12:37:54;2
;TE_enter;2023-08-21 12:38:02;3
;TE_task1;2023-08-21 12:38:07;3
;TE_task3;2023-08-21 12:38:08;0
;TF_task3;2023-08-21 12:38:08;0
;TG_enter;2023-08-21 12:38:24;1
;TH_enter;2023-08-21 12:38:29;0
;TG_task1;2023-08-21 12:38:29;1
;TH_task2;2023-08-21 12:38:34;0
;TG_task3;2023-08-21 12:38:35;3
;TH_task3;2023-08-21 12:38:35;3
;TG_task4;2023-08-21 12:38:35;0
;TH_task4;2023-08-21 12:38:35;0
