mision;activity;time;robot
;TB_enter;2023-08-21 22:57:25;0
;TB_task2;2023-08-21 22:57:30;0
;TA_enter;2023-08-21 22:57:39;3
;TA_task1;2023-08-21 22:57:44;3
;TA_task3;2023-08-21 22:57:46;0
;TB_task3;2023-08-21 22:57:46;0
;TC_enter;2023-08-21 22:58:06;5
;TC_task1;2023-08-21 22:58:11;5
;TD_enter;2023-08-21 22:58:15;4
;TD_task2;2023-08-21 22:58:20;4
;TC_task3;2023-08-21 22:58:21;1
;TD_task3;2023-08-21 22:58:21;1
;TF_enter;2023-08-21 22:58:37;0
;TF_task2;2023-08-21 22:58:42;0
;TE_enter;2023-08-21 22:58:52;2
;TE_task1;2023-08-21 22:58:57;2
;TE_task3;2023-08-21 22:58:58;5
;TF_task3;2023-08-21 22:58:58;5
;TH_enter;2023-08-21 22:59:12;1
;TG_enter;2023-08-21 22:59:12;5
;TH_task2;2023-08-21 22:59:17;1
;TG_task1;2023-08-21 22:59:17;5
;TG_task3;2023-08-21 22:59:19;2
;TH_task3;2023-08-21 22:59:19;2
;TG_task4;2023-08-21 22:59:19;5
;TH_task4;2023-08-21 22:59:19;5
