case_id;activity;time;robot
;TA_enter;2023-08-21 10:41:51;3
;TB_enter;2023-08-21 10:41:52;5
;TA_task1;2023-08-21 10:41:56;3
;TB_task2;2023-08-21 10:41:57;5
;TA_task3;2023-08-21 10:41:58;2
;TB_task3;2023-08-21 10:41:58;2
;TC_enter;2023-08-21 10:42:13;1
;TC_task1;2023-08-21 10:42:18;1
;TD_enter;2023-08-21 10:42:19;4
;TD_task2;2023-08-21 10:42:24;4
;TC_task3;2023-08-21 10:42:25;1
;TD_task3;2023-08-21 10:42:25;1
;TF_enter;2023-08-21 10:42:41;3
;TF_task2;2023-08-21 10:42:46;3
;TE_enter;2023-08-21 10:42:47;0
;TE_task1;2023-08-21 10:42:52;0
;TE_task3;2023-08-21 10:42:53;3
;TF_task3;2023-08-21 10:42:53;3
;TG_enter;2023-08-21 10:43:08;5
;TG_task1;2023-08-21 10:43:13;5
;TH_enter;2023-08-21 10:43:31;1
;TH_task2;2023-08-21 10:43:36;1
;TG_task3;2023-08-21 10:43:37;4
;TH_task3;2023-08-21 10:43:37;4
;TG_task4;2023-08-21 10:43:37;1
;TH_task4;2023-08-21 10:43:37;1
