case_id;activity;time;robot
;TB_enter;2023-08-21 10:41:33;4
;TB_task2;2023-08-21 10:41:38;4
;TA_enter;2023-08-21 10:42:05;2
;TA_task1;2023-08-21 10:42:10;2
;TA_task3;2023-08-21 10:42:12;5
;TB_task3;2023-08-21 10:42:12;5
;TC_enter;2023-08-21 10:42:20;0
;TC_task1;2023-08-21 10:42:25;0
;TD_enter;2023-08-21 10:42:30;3
;TD_task2;2023-08-21 10:42:35;3
;TC_task3;2023-08-21 10:42:37;0
;TD_task3;2023-08-21 10:42:37;0
;TF_enter;2023-08-21 10:42:44;5
;TF_task2;2023-08-21 10:42:49;5
;TE_enter;2023-08-21 10:42:53;1
;TE_task1;2023-08-21 10:42:58;1
;TE_task3;2023-08-21 10:42:59;4
;TF_task3;2023-08-21 10:42:59;4
;TH_enter;2023-08-21 10:43:06;2
;TH_task2;2023-08-21 10:43:10;2
;TG_enter;2023-08-21 10:44:17;3
;TG_task1;2023-08-21 10:44:22;3
;TG_task3;2023-08-21 10:44:24;0
;TH_task3;2023-08-21 10:44:24;0
;TG_task4;2023-08-21 10:44:24;3
;TH_task4;2023-08-21 10:44:24;3
