mision;activity;time;robot
;TB_enter;2023-08-21 22:57:25;0
;TB_task2;2023-08-21 22:57:30;0
;TA_enter;2023-08-21 22:57:37;2
;TA_task1;2023-08-21 22:57:42;2
;TA_task3;2023-08-21 22:57:44;5
;TB_task3;2023-08-21 22:57:44;5
;TC_enter;2023-08-21 22:57:51;3
;TC_task1;2023-08-21 22:57:56;3
;TD_enter;2023-08-21 23:00:00;4
;TD_task2;2023-08-21 23:00:05;4
;TC_task3;2023-08-21 23:00:06;1
;TD_task3;2023-08-21 23:00:06;1
;TF_enter;2023-08-21 23:00:19;5
;TF_task2;2023-08-21 23:00:24;5
;TE_enter;2023-08-21 23:00:33;2
;TE_task1;2023-08-21 23:00:38;2
;TE_task3;2023-08-21 23:00:39;5
;TF_task3;2023-08-21 23:00:39;5
;TG_enter;2023-08-21 23:00:54;4
;TG_task1;2023-08-21 23:00:59;4
;TH_enter;2023-08-21 23:01:00;0
;TH_task2;2023-08-21 23:01:05;0
;TG_task3;2023-08-21 23:01:06;3
;TH_task3;2023-08-21 23:01:06;3
;TG_task4;2023-08-21 23:01:07;0
;TH_task4;2023-08-21 23:01:07;0
