mision;activity;time;robot
;TB_enter;2023-08-25 14:20:08;5
;TB_task2;2023-08-25 14:20:13;5
;TA_enter;2023-08-25 14:20:18.800;1
;TA_task1;2023-08-25 14:20:23;1
;TA_task3;2023-08-25 14:20:25;4
;TB_task3;2023-08-25 14:20:25;4
;TC_enter;2023-08-25 14:20:37;2
;TC_task1;2023-08-25 14:20:42;2
;TD_enter;2023-08-25 14:20:45;3
;TD_task2;2023-08-25 14:20:50;3
;TC_task3;2023-08-25 14:20:52;0
;TD_task3;2023-08-25 14:20:52;0
;TF_enter;2023-08-25 14:21:08;1
;TF_task2;2023-08-25 14:21:12;1
;TE_enter;2023-08-25 14:22:36;0
;TE_task1;2023-08-25 14:22:41;0
;TE_task3;2023-08-25 14:22:42;3
;TF_task3;2023-08-25 14:22:42;3
;TG_enter;2023-08-25 14:22:47;5
;TG_task1;2023-08-25 14:22:52;5
;TH_enter;2023-08-25 14:22:58;3
;TH_task2;2023-08-25 14:23:03;3
;TG_task3;2023-08-25 14:23:04;0
;TH_task3;2023-08-25 14:23:04;0
;TG_task4;2023-08-25 14:23:04;3
;TH_task4;2023-08-25 14:23:04;3
