mision, action, DateTime, org:resource, randomSeed 
,T_0_Busy,2023-09-14 03:02:25,3,1
,T_0_Done,2023-09-14 03:02:30,3,1
,T_2_Busy,2023-09-14 03:02:42,0,1
,T_2_Done,2023-09-14 03:02:47,0,1
,T_3_Busy,2023-09-14 03:02:53,2,1
,T_3_Done,2023-09-14 03:02:58,2,1
,T_2_ocupied,2023-09-14 03:03:09,1,1
,T_2_waiting,2023-09-14 03:03:09,1,1
,T_1_ocupied,2023-09-14 03:03:20,4,1
,T_1_waiting,2023-09-14 03:03:20,4,1
,T_6_ocupied,2023-09-14 03:03:34,5,1
,T_6_waiting,2023-09-14 03:03:34,5,1
,T_1_Busy,2023-09-14 03:03:34,4,1
,T_2_Busy,2023-09-14 03:03:34,1,1
,T_6_Busy,2023-09-14 03:03:34,5,1
,T_1_done,2023-09-14 03:03:38,4,1
,T_2_done,2023-09-14 03:03:38,1,1
,T_6_done,2023-09-14 03:03:38,5,1
