mision, action, DateTime, org:resource, randomSeed 
,T_0_Busy,2023-09-14 03:02:03,3,1
,T_0_Done,2023-09-14 03:02:08,3,1
,T_2_Busy,2023-09-14 03:02:20,0,1
,T_2_Done,2023-09-14 03:02:25,0,1
,T_3_Busy,2023-09-14 03:02:31,2,1
,T_3_Done,2023-09-14 03:02:36,2,1
,T_2_ocupied,2023-09-14 03:02:47,1,1
,T_2_waiting,2023-09-14 03:02:47,1,1
,T_1_ocupied,2023-09-14 03:02:58,4,1
,T_1_waiting,2023-09-14 03:02:58,4,1
,T_6_ocupied,2023-09-14 03:03:12,5,1
,T_6_waiting,2023-09-14 03:03:12,5,1
,T_1_Busy,2023-09-14 03:03:12,4,1
,T_2_Busy,2023-09-14 03:03:12,1,1
,T_6_Busy,2023-09-14 03:03:12,5,1
,T_1_done,2023-09-14 03:03:16,4,1
,T_2_done,2023-09-14 03:03:16,1,1
,T_6_done,2023-09-14 03:03:16,5,1
