mision;activity;time;robot
;TA_enter;2023-08-21 22:48:30;0
;TA_task1;2023-08-21 22:48:35;0
;TB_enter;2023-08-21 22:48:36;2
;TB_task2;2023-08-21 22:48:41;2
;TA_task3;2023-08-21 22:48:43;5
;TB_task3;2023-08-21 22:48:43;5
;TC_enter;2023-08-21 22:48:58;1
;TC_task1;2023-08-21 22:49:03;1
;TD_enter;2023-08-21 22:49:16;5
;TD_task2;2023-08-21 22:49:21;5
;TC_task3;2023-08-21 22:49:23;2
;TD_task3;2023-08-21 22:49:23;2
;TF_enter;2023-08-21 22:49:38;2
;TE_enter;2023-08-21 22:49:43;0
;TF_task2;2023-08-21 22:49:43;2
;TE_task1;2023-08-21 22:49:48;0
;TE_task3;2023-08-21 22:49:49;3
;TF_task3;2023-08-21 22:49:49;3
;TH_enter;2023-08-21 22:50:05;1
;TG_enter;2023-08-21 22:50:05;5
;TH_task2;2023-08-21 22:50:10;1
;TG_task1;2023-08-21 22:50:10;5
;TG_task3;2023-08-21 22:50:12;2
;TH_task3;2023-08-21 22:50:12;2
;TG_task4;2023-08-21 22:50:12;5
;TH_task4;2023-08-21 22:50:12;5
