case_id;activity;time;robot
;TB_enter;2023-08-21 10:18:27;3
;TA_enter;2023-08-21 10:18:30;4
;TB_task2;2023-08-21 10:18:32;3
;TA_task1;2023-08-21 10:18:35;4
;TA_task3;2023-08-21 10:18:37;1
;TB_task3;2023-08-21 10:18:37;1
;TD_enter;2023-08-21 10:18:46;0
;TD_task2;2023-08-21 10:18:51;0
;TC_enter;2023-08-21 10:19:05;2
;TC_task1;2023-08-21 10:19:10;2
;TC_task3;2023-08-21 10:19:11;5
;TD_task3;2023-08-21 10:19:11;5
;TE_enter;2023-08-21 10:19:25;5
;TF_enter;2023-08-21 10:19:26;3
;TE_task1;2023-08-21 10:19:30;5
;TF_task2;2023-08-21 10:19:31;3
;TE_task3;2023-08-21 10:19:32;0
;TF_task3;2023-08-21 10:19:32;0
;TH_enter;2023-08-21 10:19:48;2
;TH_task2;2023-08-21 10:19:53;2
;TG_enter;2023-08-21 10:19:54;0
;TG_task1;2023-08-21 10:19:59;0
;TG_task3;2023-08-21 10:20:01;3
;TH_task3;2023-08-21 10:20:01;3
;TG_task4;2023-08-21 10:20:01;0
;TH_task4;2023-08-21 10:20:01;0
