mision;activity;time;robot
;TB_enter;2023-08-25 15:32:14;0
;TB_task2;2023-08-25 15:32:18;0
;TA_enter;2023-08-25 15:32:20;3
;TA_task1;2023-08-25 15:32:25;3
;TA_task3;2023-08-25 15:32:27;0
;TB_task3;2023-08-25 15:32:27;0
;TC_enter;2023-08-25 15:32:44;2
;TC_task1;2023-08-25 15:32:49;2
;TD_enter;2023-08-25 15:32:50;5
;TD_task2;2023-08-25 15:32:55;5
;TC_task3;2023-08-25 15:32:57;2
;TD_task3;2023-08-25 15:32:57;2
;TE_enter;2023-08-25 15:33:35;0
;TE_task1;2023-08-25 15:33:40;0
;TF_enter;2023-08-25 15:33:44;4
;TF_task2;2023-08-25 15:33:49;4
;TE_task3;2023-08-25 15:33:51;1
;TF_task3;2023-08-25 15:33:51;1
;TH_enter;2023-08-25 15:34:01;1
;TH_task2;2023-08-25 15:34:06;1
;TG_enter;2023-08-25 15:34:44;5
;TG_task1;2023-08-25 15:34:48;5
;TG_task3;2023-08-25 15:34:50;2
;TH_task3;2023-08-25 15:34:50;2
;TG_task4;2023-08-25 15:34:50;5
;TH_task4;2023-08-25 15:34:50;5
