mision;activity;time;robot
;TA_enter;2023-08-21 22:48:50;5
;TA_task1;2023-08-21 22:48:55;5
;TB_enter;2023-08-21 22:49:32;3
;TB_task2;2023-08-21 22:49:37;3
;TA_task3;2023-08-21 22:49:38;0
;TB_task3;2023-08-21 22:49:38;0
;TC_enter;2023-08-21 22:50:00;2
;TD_enter;2023-08-21 22:50:02;4
;TC_task1;2023-08-21 22:50:05;2
;TD_task2;2023-08-21 22:50:07;4
;TC_task3;2023-08-21 22:50:09;1
;TD_task3;2023-08-21 22:50:09;1
;TF_enter;2023-08-21 22:50:19;1
;TF_task2;2023-08-21 22:50:24;1
;TE_enter;2023-08-21 22:51:13;3
;TE_task1;2023-08-21 22:51:18;3
;TE_task3;2023-08-21 22:51:19;0
;TF_task3;2023-08-21 22:51:19;0
;TG_enter;2023-08-21 22:51:25;5
;TG_task1;2023-08-21 22:51:30;5
;TH_enter;2023-08-21 22:52:16;4
;TH_task2;2023-08-21 22:52:21;4
;TG_task3;2023-08-21 22:52:23;1
;TH_task3;2023-08-21 22:52:23;1
;TG_task4;2023-08-21 22:52:23;4
;TH_task4;2023-08-21 22:52:23;4
