case_id;activity;time;robot
;TB_enter;2023-08-21 10:17:59;1
;TB_task2;2023-08-21 10:18:04;1
;TA_enter;2023-08-21 10:18:05;4
;TA_task1;2023-08-21 10:18:10;4
;TA_task3;2023-08-21 10:18:12;1
;TB_task3;2023-08-21 10:18:12;1
;TC_enter;2023-08-21 10:18:19;5
;TC_task1;2023-08-21 10:18:23;5
;TD_enter;2023-08-21 10:18:56;3
;TD_task2;2023-08-21 10:19:01;3
;TC_task3;2023-08-21 10:19:02;0
;TD_task3;2023-08-21 10:19:02;0
;TF_enter;2023-08-21 10:19:23;1
;TF_task2;2023-08-21 10:19:28;1
;TE_enter;2023-08-21 10:19:43;4
;TE_task1;2023-08-21 10:19:48;4
;TE_task3;2023-08-21 10:19:50;1
;TF_task3;2023-08-21 10:19:50;1
;TG_enter;2023-08-21 10:20:05;3
;TG_task1;2023-08-21 10:20:10;3
;TH_enter;2023-08-21 10:20:54;5
;TH_task2;2023-08-21 10:20:59;5
;TG_task3;2023-08-21 10:21:00;2
;TH_task3;2023-08-21 10:21:00;2
;TG_task4;2023-08-21 10:21:00;5
;TH_task4;2023-08-21 10:21:00;5
