mision;activity;time;robot
;TB_enter;2023-08-25 15:33:01;4
;TB_task2;2023-08-25 15:33:06;4
;TA_enter;2023-08-25 15:33:08;1
;TA_task1;2023-08-25 15:33:13;1
;TA_task3;2023-08-25 15:33:15;4
;TB_task3;2023-08-25 15:33:15;4
;TC_enter;2023-08-25 15:33:35;0
;TC_task1;2023-08-25 15:33:40;0
;TD_enter;2023-08-25 15:35:15;5
;TD_task2;2023-08-25 15:35:20;5
;TC_task3;2023-08-25 15:35:21;2
;TD_task3;2023-08-25 15:35:21;2
;TF_enter;2023-08-25 15:35:34;3
;TF_task2;2023-08-25 15:35:39;3
;TE_enter;2023-08-25 15:35:46;2
;TE_task1;2023-08-25 15:35:51;2
;TE_task3;2023-08-25 15:35:52;5
;TF_task3;2023-08-25 15:35:52;5
;TH_enter;2023-08-25 15:35:59;1
;TH_task2;2023-08-25 15:36:03;1
;TG_enter;2023-08-25 15:36:07;4
