mision;activity;time;robot
;TB_enter;2023-09-06 21:49:30;5
;TB_task2;2023-09-06 21:49:35;5
;TA_enter;2023-09-06 21:49:40;1
;TA_task1;2023-09-06 21:49:45;1
;TA_task3;2023-09-06 21:49:47;4
;TB_task3;2023-09-06 21:49:47;4
;TC_enter;2023-09-06 21:49:59;2
;TC_task1;2023-09-06 21:50:04;2
;TD_enter;2023-09-06 21:50:07;3
;TD_task2;2023-09-06 21:50:12;3
;TC_task3;2023-09-06 21:50:14;0
;TD_task3;2023-09-06 21:50:14;0
;TF_enter;2023-09-06 21:50:30;1
;TF_task2;2023-09-06 21:50:34;1
;TE_enter;2023-09-06 21:51:58;0
;TE_task1;2023-09-06 21:52:03;0
;TE_task3;2023-09-06 21:52:04;3
;TF_task3;2023-09-06 21:52:04;3
;TG_enter;2023-09-06 21:52:09;5
;TG_task1;2023-09-06 21:52:14;5
;TH_enter;2023-09-06 21:52:20;3
;TH_task2;2023-09-06 21:52:25;3
;TG_task3;2023-09-06 21:52:26;0
;TH_task3;2023-09-06 21:52:26;0
;TG_task4;2023-09-06 21:52:26;3
;TH_task4;2023-09-06 21:52:26;3
