mision;activity;time;robot
;TB_enter;2023-08-21 22:55:20;2
;TB_task2;2023-08-21 22:55:25;2
;TA_enter;2023-08-21 22:55:40;4
;TA_task1;2023-08-21 22:55:45;4
;TA_task3;2023-08-21 22:55:46;1
;TB_task3;2023-08-21 22:55:46;1
;TC_enter;2023-08-21 22:56:17;5
;TC_task1;2023-08-21 22:56:21;5
;TD_enter;2023-08-21 22:57:39;3
;TD_task2;2023-08-21 22:57:44;3
;TC_task3;2023-08-21 22:57:46;0
;TD_task3;2023-08-21 22:57:46;0
;TF_enter;2023-08-21 22:57:54;0
;TF_task2;2023-08-21 22:57:59;0
;TE_enter;2023-08-21 22:58:01;1
;TE_task1;2023-08-21 22:58:06;1
;TE_task3;2023-08-21 22:58:08;4
;TF_task3;2023-08-21 22:58:08;4
;TG_enter;2023-08-21 22:58:23;3
;TH_enter;2023-08-21 22:58:23;5
;TG_task1;2023-08-21 22:58:28;3
;TH_task2;2023-08-21 22:58:28;5
;TG_task3;2023-08-21 22:58:30;2
;TH_task3;2023-08-21 22:58:30;2
;TG_task4;2023-08-21 22:58:30;5
;TH_task4;2023-08-21 22:58:30;5
