mision;activity;time;robot
;TB_enter;2023-08-21 22:56:29;5
;TB_task2;2023-08-21 22:56:34;5
;TA_enter;2023-08-21 22:56:39;2
;TA_task1;2023-08-21 22:56:44;2
;TA_task3;2023-08-21 22:56:45;5
;TB_task3;2023-08-21 22:56:45;5
;TC_enter;2023-08-21 22:57:07;4
;TC_task1;2023-08-21 22:57:12;4
;TD_enter;2023-08-21 22:59:16;1
;TD_task2;2023-08-21 22:59:21;1
;TC_task3;2023-08-21 22:59:23;4
;TD_task3;2023-08-21 22:59:23;4
;TF_enter;2023-08-21 22:59:30;0
;TF_task2;2023-08-21 22:59:35;0
;TE_enter;2023-08-21 22:59:50;3
;TE_task1;2023-08-21 22:59:55;3
;TE_task3;2023-08-21 22:59:57;0
;TF_task3;2023-08-21 22:59:57;0
;TG_enter;2023-08-21 23:00:13;1
;TG_task1;2023-08-21 23:00:18;1
;TH_enter;2023-08-21 23:01:04;2
;TH_task2;2023-08-21 23:01:09;2
;TG_task3;2023-08-21 23:01:11;5
;TH_task3;2023-08-21 23:01:11;5
;TG_task4;2023-08-21 23:01:11;2
;TH_task4;2023-08-21 23:01:11;2
