mision;activity;time;robot
;TB_enter;2023-08-25 15:33:47;0
;TA_enter;2023-08-25 15:33:49;2
;TB_task2;2023-08-25 15:33:52;0
;TA_task1;2023-08-25 15:33:53;2
;TA_task3;2023-08-25 15:33:55;5
;TB_task3;2023-08-25 15:33:55;5
;TC_enter;2023-08-25 15:34:04;4
;TC_task1;2023-08-25 15:34:09;4
;TD_enter;2023-08-25 15:34:40;3
;TD_task2;2023-08-25 15:34:45;3
;TC_task3;2023-08-25 15:34:46;0
;TD_task3;2023-08-25 15:34:46;0
;TF_enter;2023-08-25 15:35:00;1
;TE_enter;2023-08-25 15:35:02;5
;TF_task2;2023-08-25 15:35:06;1
;TE_task1;2023-08-25 15:35:07;5
;TE_task3;2023-08-25 15:35:08;2
;TF_task3;2023-08-25 15:35:08;2
;TG_enter;2023-08-25 15:35:27;0
;TH_enter;2023-08-25 15:35:31;4
;TG_task1;2023-08-25 15:35:32;0
;TH_task2;2023-08-25 15:35:36;4
;TG_task3;2023-08-25 15:35:37;1
;TH_task3;2023-08-25 15:35:37;1
;TG_task4;2023-08-25 15:35:38;4
;TH_task4;2023-08-25 15:35:38;4
