mision;activity;time;robot
;TB_enter;2023-08-25 15:32:19;5
;TA_enter;2023-08-25 15:32:19;4
;TB_task2;2023-08-25 15:32:23;5
;TA_task1;2023-08-25 15:32:24;4
;TA_task3;2023-08-25 15:32:26;1
;TB_task3;2023-08-25 15:32:26;1
;TC_enter;2023-08-25 15:32:37;0
;TC_task1;2023-08-25 15:32:42;0
;TD_enter;2023-08-25 15:33:29;3
;TD_task2;2023-08-25 15:33:34;3
;TC_task3;2023-08-25 15:33:36;0
;TD_task3;2023-08-25 15:33:36;0
;TF_enter;2023-08-25 15:33:56;5
;TF_task2;2023-08-25 15:34:01;5
;TE_enter;2023-08-25 15:35:32;1
;TE_task1;2023-08-25 15:35:37;1
;TE_task3;2023-08-25 15:35:38;4
;TF_task3;2023-08-25 15:35:38;4
;TG_enter;2023-08-25 15:35:53;3
;TG_task1;2023-08-25 15:35:58;3
;TH_enter;2023-08-25 15:36:02;2
;TH_task2;2023-08-25 15:36:07;2
;TG_task3;2023-08-25 15:36:09;5
;TH_task3;2023-08-25 15:36:09;5
;TG_task4;2023-08-25 15:36:09;2
;TH_task4;2023-08-25 15:36:09;2
