case_id;activity;time;robot
;TA_enter;2023-08-21 10:17:49;1
;TA_task1;2023-08-21 10:17:53;1
;TB_enter;2023-08-21 10:17:53;4
;TB_task2;2023-08-21 10:17:58;4
;TA_task3;2023-08-21 10:18:00;1
;TB_task3;2023-08-21 10:18:00;1
;TD_enter;2023-08-21 10:18:10;0
;TD_task2;2023-08-21 10:18:15;0
;TC_enter;2023-08-21 10:19:11;5
;TC_task1;2023-08-21 10:19:16;5
;TC_task3;2023-08-21 10:19:17;2
;TD_task3;2023-08-21 10:19:17;2
;TE_enter;2023-08-21 10:19:37;4
;TE_task1;2023-08-21 10:19:42;4
;TF_enter;2023-08-21 10:20:09;3
;TF_task2;2023-08-21 10:20:14;3
;TE_task3;2023-08-21 10:20:15;0
;TF_task3;2023-08-21 10:20:15;0
;TG_enter;2023-08-21 10:20:31;0
;TG_task1;2023-08-21 10:20:36;0
;TH_enter;2023-08-21 10:20:41;1
;TH_task2;2023-08-21 10:20:46;1
;TG_task3;2023-08-21 10:20:48;4
;TH_task3;2023-08-21 10:20:48;4
;TG_task4;2023-08-21 10:20:48;1
;TH_task4;2023-08-21 10:20:48;1
