mision;activity;time;robot
;TB_enter;2023-08-25 15:32:55;5
;TB_task2;2023-08-25 15:32:59;5
;TA_enter;2023-08-25 15:33:06;1
;TA_task1;2023-08-25 15:33:11;1
;TA_task3;2023-08-25 15:33:12;4
;TB_task3;2023-08-25 15:33:12;4
;TC_enter;2023-08-25 15:33:23;2
;TC_task1;2023-08-25 15:33:28;2
;TD_enter;2023-08-25 15:34:10;4
;TD_task2;2023-08-25 15:34:15;4
;TC_task3;2023-08-25 15:34:17;1
;TD_task3;2023-08-25 15:34:17;1
;TE_enter;2023-08-25 15:34:35;1
;TF_enter;2023-08-25 15:34:37;5
;TE_task1;2023-08-25 15:34:40;1
;TF_task2;2023-08-25 15:34:42;5
;TE_task3;2023-08-25 15:34:44;2
;TF_task3;2023-08-25 15:34:44;2
;TG_enter;2023-08-25 15:34:57;3
;TG_task1;2023-08-25 15:35:02;3
;TH_enter;2023-08-25 15:35:05;4
;TH_task2;2023-08-25 15:35:10;4
;TG_task3;2023-08-25 15:35:12;1
;TH_task3;2023-08-25 15:35:12;1
;TG_task4;2023-08-25 15:35:12;4
;TH_task4;2023-08-25 15:35:12;4
